"labels(n)","n.valid_until","n.country_codes","n.countries","n.node_id","n.sourceID","n.address","n.name","n.jurisdiction_description","n.service_provider","n.jurisdiction","n.closed_date","n.incorporation_date","n.ibcRUC","n.type","n.status","n.company_type","n.note"
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011217","Panama Papers","GEO CONSTRUCT LTD. POSTFACH 201 CH-4450 SISSACH SWITZERLAND *S.I.*","GEO CONSTRUCT LTD.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PAN","Panama","11011218","Panama Papers","HORMECHEA; QUIODETTIS Y ASOCIADOS CALLE 47 BELLA VISTA; EDIFICIO PERLA MAR (ENTREPISO) OFIC. NO. 1 DETRAS DE LA CONTRALORIA GENERAL PANAMA; REPUBLICA DE PANAMA","HORMECHEA, QUIODETTIS Y ASOCIADOS","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","THA","Thailand","11011219","Panama Papers","KEEN INVESTMENT LIMITED INC. P.O. BOX 2327 BANGRAK POST OFFICE BANGKOK 10500 THAILAND","KEEN INVESTMENT LIMITED INC.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011220","Panama Papers","LINK PROFIT INTERNATIONAL LTD. 2/F., 12C PIK UK VILLAGE SAI KUNG KOWLOON HONG KONG","LINK PROFIT INTERNATIONAL LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","AUT","Austria","11011221","Panama Papers","","HEINZ RAGNES","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ESP","Spain","11011222","Panama Papers","MR. FABRIZIO RIZZI CTRA CABO DE LA NAO, 71-6 OFFICE NO. 247 03730 JAVEA ALICANTE ESPANA","RIZZI, FABRIZIO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","USA","United States","11011223","Panama Papers","A. J. CORBETT & SONS 17 BATTERY PLACE NEW YORK, N. Y. 10004 U. S. A.","A. J. CORBETT & SONS, INC","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ARE","United Arab Emirates","11011224","Panama Papers","LEGATUM LIMITED LEVEL 9; CONVENTION TOWER DUBAI CONVENTION CENTRE PO BOX  71093 DUBAI; UAE.","LEGATUM LIMITED (DUBAI)","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011225","Panama Papers","","FIDINAM TREUHANDGESELLSCHAFT AG.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011226","Panama Papers","STARLITE PRINTERS LIMITED 3/F; PERFECT INDUSTRIAL BUILDING 31 TAI YAU STREET SAN PO KONG KOWLOON; HONG KONG","STARLITE PRINTERS LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11011227","Panama Papers","A. E. HAMLIN (C.I.)/JERSEY WESTAWAY CHAMBERS 39 DON STREET ST. HELIER, JERSEY CHANNEL ISLANDS","A. E. HAMLIN (C.I.)/JERSEY","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011228","Panama Papers","FORTUNE MARKETING LIMITED 12/F EAST TOWN BUILDING, 41 LOCKHART ROAD WANCHAI HONG KONG","FORTUNE MARKETING LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11011229","Panama Papers","ATLAM MANAGEMENT LIMITED P.O. BOX 342 3 BATH STREET ST. HELIER, JERSEY JE4 9YL CHANNEL ISLANDS","ATLAM MANAGEMENT LIMITED","","","","","","","","DELINQUENT","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011230","Panama Papers","MISS JANET KWONG C/O PRIORITY-KINBRIDGE EXPRESS LIMITED RM 604, MONGKOK COMMERCIAL CENTRE 16 ARGYLE ST. MONGKOK; KOWLOON HONG KONG","KWONG, JANET","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11011231","Panama Papers","HERITAGE TRUST LIMITED BORDAGE HOUSE; LE BORDAGE ST. PETER PORT; GUERNSEY GY1 1BU CHANNEL ISLANDS","HERITAGE TRUST LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11011232","Panama Papers","HOWARD KENNEDY HARCOURT HOUSE 19 CAVENDISH SQUARE LONDON W1A 2AW ENGLAND, UNITED KINGDOM **S.I.**","HOWARD KENNEDY","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GTM","Guatemala","11011479","Panama Papers","EDUADO JOP EDIFICIO PASEO PLAZA 3A- AVE. 12-38 ZONA 10 6TO NIVEL; OFICINAS 604-605 GUATEMALA CITY; GUATEMALA 01010 CENTRAL AMERICA","CARLOS EDUARDO JOP GAZEL","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","COL","Colombia","11011233","Panama Papers","SR. SILVIO VILLEGAS NARANJO APARTADO POSTAL 93463 SANTAFE DE BOGOTA, COLOMBIA","VILLEGAS NARANJO, SILVIO","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011234","Panama Papers","UBS AG; HONG KONG 25/F; ONE EXCHANGE SQARE 8 CONNAUGHT PLACE CENTRAL ATTN: MRS.CLAIRE SHIH; PRIVATE BANKING HONG KONG HONG KONG","UBS AG (HK)","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011235","Panama Papers","J & P CORPORATE CONSULTANTS LIMITED  ROOM 817; 8/F.; TOWER B; NEW MANDARIN PLAZA; 14 SCIENCE MUSEUM ROAD; TSIM SHA TSUI EAST; KOWLOON; HONG KONG","J & P CORPORATE CONSULTANTS LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011236","Panama Papers","MING; HALPERIN; BURGER ET INAUDI 5; AVENUE LEON-GAUD 1206 GENEVE SWITZERLAND","MING, HALPERIN, BURGER ET INAUDI","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011237","Panama Papers","COPDOCK SERVICES LIMITED C/O KOO KAM KEE ENTERPRISES LIMITED 16/F., AMBER COMMERCIAL BUILDING NO. 70-74 MORRISON HILL ROAD HONG KONG","COPDOCK SERVICES LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11011238","Panama Papers","BELGRAVE LIMITED P.O. BOX 573 TOWER HILL HOUSE LE BORDAGE, ST. PETER PORT GUERNSEY GY1 6LA  CHANNEL ISLANDS","BELGRAVE LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ARE","United Arab Emirates","11011239","Panama Papers","BOTTOM LINE ADVERTISING P.O. BOX 25259 DUBAI UNITED ARAB EMIRATES","BOTTOM LINE ADVERTISING","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11011240","Panama Papers","ALLEN & OVERY (LONDON) ONE BISHOPS SQUARE LONDON E1 6AO ENGLAND, UNITED KINGDOM","ALLEN & OVERY (LONDON)","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011241","Panama Papers","","BNP PARIBAS WEALTH MANAGEMENT","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","IMN","Isle of Man","11011242","Panama Papers","KLEINWORT BENSON TRUSTEES (ISLE OF MAN) LIMITED P.O. BOX 203; ST. GEORGE'S COURT UPPER CHURCH STREET DOUGLAS IM99 1RB; BRITISH ISLES *S.I.* DOUGLAS ISLE OF MAN","KLEINWORT BENSON TRUSTEES (ISLE OF MAN) LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11011243","Panama Papers","RICHMOND FIDUCIARY GROUP LIMITED RICHMOND HOUSE P.O. BOX 374 ST. JULIAN'S AVENUE ST. PETER PORT GUERNSEY  GY1 3YS **S.I.**","RICHMOND FIDUCIARY GROUP LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11011244","Panama Papers","","GLENWAY CORPORATION","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","IMN","Isle of Man","11011245","Panama Papers","OFFSHORE CORPORATE SERVICES LIMITED (IOM) 9 HOPE STREET, DOUGLAS ISLE OF MAN","OFFSHORE CORPORATE SERVICES LIMITED (IOM)","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011246","Panama Papers","FRANK WONG & CO. ROOM 1705-6; 17TH FLOOR; 248 QUEEN’S ROAD EAST WANCHAI HONG KONG","FRANK WONG & CO.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LUX","Luxembourg","11011247","Panama Papers","MERITA BANK LUXEMBOURG S.A. 189, AVENUE DE LA FAIENCERIE L-1511 LUXEMBOURG","MERITA BANK LUXEMBOURG S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LIE","Liechtenstein","11011248","Panama Papers","","MARXER & PARTNER RECHTSANWALTE","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CAN","Canada","11011250","Panama Papers","MR. M. BENZA C/O TRADEFAX 801-SIXTH AV. S. W.; SUITE 1870 CALGARY; ALBERTA TP2 3W2 CANADA","BENZA, M.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","IMN","Isle of Man","11011251","Panama Papers","PO BOX 355 DOUGLAS ISLE OF MAN IM99 2SL","PICOIMAGINES LIMITED","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011252","Panama Papers","MR. CHARLES DE BOISSEZON C/O THE BRITISH BANK OF THE MIDDLE EAST P.O. BOX 5526 1211 GENEVA 11 SWITZERLAND","DE BOISSEZON, CHARLES","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","VEN","Venezuela","11011249","Panama Papers","BDO - CONTALFA CALLE MARA CON SAN JOSÉ CENTRO COMERCIAL MACARACUAI PLAZA TORRE A - PISO 6 MACARACUAI CARACAS, VENEZUELA ATENCION: DR. AMADEO PERRELLA S.","BDO - CONTALFA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ARG","Argentina","11011253","Panama Papers","RIVEIRO Y ASOCIADOS CONTADORES PÚBLICOS - CONSULTORES SUIPACHA 570 - 7° PISO (C1008AAL) BUENOS AIRES ARGENTINA BUENOS AIRES ARGENTINA","RIVEIRO Y ASOCIADOS","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","USA","United States","11011254","Panama Papers","HUNTON & WILLIAMS 1111 BRICKELL AVE.; SUITE 2500 MIAMI; FL 33131 USA ATTENTION:  MR. RICHARD RAZOOK","HUNTON & WILLIAMS","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011255","Panama Papers","MR. TSANG YU ON THYRSE HOUSE, 7 FLOOR 14-16 POTTINGER STREET CENTRAL HONG KONG","MR. TSANG YU ON","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PAN","Panama","11011256","Panama Papers","AEROCLUB DE PANAMA EDIF. ARANGO-ORILLAC; PISOS 1-2 CALLE 50 Y 54 ESTE PANAMA; REP. DE PANAMA *S.I.* PANAMA PANAMA","AEROCLUB DE PANAMA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011257","Panama Papers","MEI KIN ELECTRO-PLATING FACTORY LIMITED FLAT A-B; 21ST FLOOR WING YIP INDUSTRIAL BUILDING 21-27 WING YIP STREET KWAI CHUNG N.T.; HONG KONG","MEI KIN ELECTRO-PLATING FACTORY LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11011258","Panama Papers","NEWHAVEN  TRUST COMPANY (CHANNEL ISLANDS) LIMITED  P.O. BOX 212 1 LEFEBVRE STREET ST. PETER PORT, GUERNSEY GY1 4JE CHANNEL ISLANDS","NEWHAVEN TRUST COMPANY (CHANNEL ISLANDS) LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011259","Panama Papers","YANION COMPANY LIMITED 6/F.; WAH LIH INDUSTRIAL CENTRE; 459-469 CASTLE PEAK ROAD; TSUEN WAN; NEW TERRITORIES HONG KONG.","YANION COMPANY LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011260","Panama Papers","MS. CONNIE BAO ROOM 1503; 15/F EAST WING; PENINSULA SQUARE 18 SUNG ON STREET HUNGHOM; HONG KONG","BAO, CONNIE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","DEU","Germany","11011261","Panama Papers","","FREMD, HEINZ H.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ARE","United Arab Emirates","11011262","Panama Papers","MR. PHILIP HICKS P.O. BOX 9392 DUBAI UNITED ARAB EMIRATES   PRIVATE AND CONFIDENTIAL","HICKS, PHILIP","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LUX","Luxembourg","11011263","Panama Papers","SOCIETE DE GESTION FIDUCIAIRE SARL C/O MOSSACK FONSECA & CO. (LUXEMBOURG) S.A.R.L. 58A, RUE PRINCIPALE L-6990 RAMELDANGE LUXEMBOURG","SOCIETE DE GESTION FIDUCIAIRE SARL","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011264","Panama Papers","MR. TOM SANG 5/F.; 26 LI YUEN STREET EAST; CENTRAL HONG KONG","SANG, TOM","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11011265","Panama Papers","","CANADIAN REAL ESTATE CENTRE LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","SAU","Saudi Arabia","11011266","Panama Papers","MR. AHMED GAD OFFICE OF KAMAL ADHAM P.O. BOX 6126 JEDDAH 21442 SAUDI ARABIA","GAD, AHMED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PAN","Panama","11011267","Panama Papers","SR. ERIC GUTIERREZ APARTADO POSTAL  0818-11282 PANAMA, REPUBLICA DE PANAMA","GUTIERREZ, ERIC","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","COL","Colombia","11011268","Panama Papers","DR. OSCAR GARCIA JIMENO CARRERA 4 NO. 80A-48, APTO. 202 SANTAFE DE BOGOTA COLOMBIA","GARCIA JIMENO, OSCAR","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011290","Panama Papers","KINGSMEN CONSULTANTS LIMITED ROOM 1107 TCL TOWER 8 TAI CHUNG ROAD; TSUEN WAN; N. T. HONG KONG","KINGSMEN CONSULTANTS LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LBR","Liberia","11011291","Panama Papers","MR. FRED UHLENDORF P. O. BOX 2724 MONROVIA LIBERIA","UHLENDORF, FRED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","DEU","Germany","11011314","Panama Papers","MR. CENAP CUMUSCUEOGLU CONDOR HOTELBETRIEBS-GMBH BAYERSTRASSE 6 80335 MUNCHEN GERMANY","CUMUSCUEOGLU, CENAP","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11011269","Panama Papers","SALSAC MANAGEMENT LIMITED PO BOX 625 COMMERCIAL HOUSE; COMMERCIAL STREET ST. HELIER; JERSEY JE4 5YL CHANNEL ISLANDS *S.I.*","SALSAC MANAGEMENT LIMITED","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011270","Panama Papers","LIBRA ASIA SECURITIES LIMITED SUITES 4301-5; TOWER ONE; TIMES SQUARE; 1 MATHESON STREET; CAUSEWAY BAY; HONG KONG","LIBRA ASIA SECURITIES LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MYS","Malaysia","11011271","Panama Papers","ROGER YUE, TAN & ASSOCIATES GROUND & 1ST FLOOR WISMA GOSHEN  60 & 62 JALAN SS 22/21 DAMANSARA JAYA 47400 PETALING JAYA SELANGOR DARUL EHSAN","ROGER YUE, TAN & ASSOCIATES","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","AUS","Australia","11011272","Panama Papers","MR. JOHN B.S. TAN P.O. BOX 865 MIRANDA, NSW 2228 AUSTRALIA","TAN, JOHN B.S.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11011273","Panama Papers","","FAIRMAYS","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011274","Panama Papers","WIDE SOUND INVEST INC. 20TH FLOOR; EAST POINT CENTRE; 555 HENNESSY ROAD; CAUSEWAY BAY; HONG KONG","WIDE SOUND INVEST INC.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","AUS","Australia","11011275","Panama Papers","NORRIS SERVICES PO BOX 5 MUNDARING 6073 WEST AUSTRALIA","NORRIS SERVICES","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11011276","Panama Papers","COKE WALLIS JONES DE POLIGNAC TRUSTEES (JERSEY) LIMITED P.O. BOX 804 ST. HELIER, JERSEY JE4 OTD CHANNEL ISLANDS **S.I.**","COKE WALLIS JONES DE POLIGNAC TRUSTEES (JERSEY) LIMITED","","","","","","","","DELINQUENT","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011277","Panama Papers","","LENZ & STAEHELIN (ZURICH)","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011278","Panama Papers","CHAN; WONG; CHUNG & CO. SUITE 1201-4 TOWER II; THE GATEWAY; 25-27 CANTON ROAD; TSIMSHATSUI; KOWLOON HONG KONG","CHAN, WONG, CHUNG, CHOI & CO.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011279","Panama Papers","MR. RICHARD NUSSLI 45 RUE AGASSE CH-1208 GENEVA SWITZERLAND *S.I.*","NUSSLI, RICHARD","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","USA","United States","11011280","Panama Papers","MR. ROGER HUSTON 1113 CHINOE ROAD LEXINGTON, KY 40502-3821 U. S. A.","HUSTON, ROGER","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JPN","Japan","11011281","Panama Papers","SETOUCHI MARINE CO. LTD. 7-8 NISHIGOSHO-CHO ONOMICHI-CITY 722 JAPAN","SETOUCHI MARINE CO. LTD.","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011282","Panama Papers","MAYSON MANAGEMENT LTD. FLAT C; 11TH FLOOR; HARVEST MOON HOUSE; NOS. 337-339 NATHAN ROAD; JORDAN KOWLOON HONG KONG","MAYSON MANAGEMENT LTD.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","URY","Uruguay","11011283","Panama Papers","MONTALDO & ASOCIADOS COLONIA 993  PISO 3 MONTEVIDEO - 11100  URUGUAY","MONTALDO & ASOCIADOS","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11011284","Panama Papers","JAFFE PORTER CROSSICK SOLICITORS LLP OMNI HOUSE 252 BELSIZE ROAD LONDON NW6 4BT ENGLAND DX 37702 KILBURN","JAFFE PORTER CROSSICK SOLICITORS LLP","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011285","Panama Papers","MR. MA KAM CHING UNITS 802-805; 8/F FOOK CHEONG BUILDING NO. 63 HOI YUEN ROAD KWUN TONG KOWLOON; HONG KONG","CHING, MA KAM","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LUX","Luxembourg","11011286","Panama Papers","ELVINGER; HOSS & PRUSSEN C/O MOSSACK FONSECA & CO. (LUXEMBOURG) S.A.R.L. 58A; RUE PRINCIPALE L-6990 RAMELDANGE LUXEMBOURG","ELVINGER, HOSS & PRUSSEN","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","FRA","France","11011287","Panama Papers","PHILMAR ASSURANCES S.A. 32 RUE NOTRE-DAME DES VICTOIRES 75002 PARIS FRANCE","PHILMAR ASSURANCES S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CYM","Cayman Islands","11011288","Panama Papers","GREYHOUND REALTY S. A. P. O. BOX 1989 GRAND CAYMAN, CAYMAN ISLANDS BRITISH WEST INDIES","GREYHOUND REALTY S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","COL","Colombia","11011289","Panama Papers","BANCO DE TEQUENDAMA DIAGONAL 27 NO. 6-70 SANTAFE DE BOGOTA    COLOMBIA","BANCO DE TEQUENDAMA","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11011292","Panama Papers","ISLAMIC PRESS AGENCY INC. CROWN HOUSE; CROWN LANE EAST BURNHAM; SLOUGH BUCKS SL2 3SG ENGLAND; UNITED KINGDOM","ISLAMIC PRESS AGENCY INC.","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11011293","Panama Papers","","LAWRENCE JONES SOLICITORS","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011294","Panama Papers","MR. PHILIPPE JORDAN 10 CHEMIN DE LA SOURCE 1246 CORSIER SWITZERLAND","JORDAN, PHILIPPE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011295","Panama Papers","ERNST & YOUNG (KOWLOON) 33/F.; TOWER 2; THE GATEWAY 25-27 CANTON ROAD KOWLOON; HONG KONG     *S.I.*","ERNST & YOUNG (KOWLOON)","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011296","Panama Papers","","FIDES TRUST COMPANY","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PAN","Panama","11011297","Panama Papers","EDIFICIO BONANZA PB  CALLE MANUEL MARIA ICAZA  PANAMA, REPUBLICA DE PANAMA PANAMA PANAMA","CAJIGAS & CO.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LUX","Luxembourg","11011298","Panama Papers","BANQUE NAGELMACKERS 1747 (LUXEMBOURG) S.A. C/O MOSSACK FONSECA & CO. (LUXEMBOURG) S.A.R.L. 58A, RUE PRINCIPALE L-6990 RAMELDANGE LUXEMBOURG","BANQUE NAGELMACKERS 1747 (LUXEMBOURG) S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011299","Panama Papers","","KOSTENBAUM & ASSOCIES","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","BHR","Bahrain","11011300","Panama Papers","MR. KATCH JULIAN A. KATCHADURIAN C/O MANAGEMENT CONSULTANTS INTERNATIONAL P.O. BOX 10311 DIPLOMATIC AREA MANAMA, STATE OF BAHRAIN ARABIAN GULF","KATCHADURIAN, KATCH J.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11011301","Panama Papers","MILLBAY (JERSEY) LTD. 35-39 COLOMBERIE ST. HELIER, JERSEY CHANNEL ISLANDS","MILLBAY (JERSEY) LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011302","Panama Papers","ROBERTSON HASELL LTD. 1712 NAT WEST TOWER,  TIMES SQUARE 1 MATHESON STREET  HONG KONG","ROBERTSON HASELL LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","","","11011303","Panama Papers","","MOSSFON MANAGERS (SERVICES)","","","","","","","","","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PAN","Panama","11011304","Panama Papers","PROPIEDADES OWENS; S.A. APARTADO POSTAL 0832-0886 WTC; PANAMA ATENCIÓN:  LIC. RAMSÉS OWENS *S.I.*","OWENS-SAAD FOUNDATION","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11011305","Panama Papers","","SCHLEGEL-FLEISCHMANN, NICA","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11011306","Panama Papers","THE EAST ASIA PROPERTY GROUP SUITE 1801; CHEUNG KONG CENTER 2 QUEEN'S ROAD; CENTRAL; HONG KONG","EAST ASIA PROPERTY GROUP, THE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","USA","United States","11011307","Panama Papers","MR. HEYWOOD ERIC BECKER SILVER BUTTONS FARM POINT PLEASANT PENNSYLVANIA 18950-0567 UNITED STATES OF AMERICA","BECKER, HEYWOOD ERIC","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MLT","Malta","11011308","Panama Papers","PROSPERA EUROPE LTD 18; BLOCK 19; VINCENTI BLD; STRAIT STREET VALLETTA VLT 1432; MALTA ISLAND MALTA","PROSPERA EUROPE LTD","","","","","","","","ACTIVE","",""
